Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Order ID,City,State,Postal Code,Region,Product ID,Product Category,Product Type,Product Name,Price,Quantity,Revenue,Discount,Profit
9/6/2016,9/12/2016,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,15352,Dallas,Texas,75217,Central,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,41.92,4, $168.00 ,20%, $15.20 
9/6/2016,9/12/2016,Standard Class,YC-21895,Yoseph Carroll,Corporate,United States,15353,Dallas,Texas,75217,Central,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,329.584,2, $659.00 ,20%, $37.08 
9/3/2016,9/6/2016,First Class,CY-12745,Craig Yedwab,Corporate,United States,15354,Monroe,Louisiana,71203,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,8, $698.00 ,0%, $41.02 
5/13/2014,5/19/2014,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,15355,Los Angeles,California,90004,West,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,6," $1,677.00 ",20%, $20.96 
5/13/2014,5/19/2014,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,15356,Los Angeles,California,90004,West,OFF-PA-10003063,Office Supplies,Paper,EcoTones Memo Sheets,8,2, $16.00 ,0%, $3.84 
9/29/2016,10/3/2016,Standard Class,AR-10540,Andy Reiter,Consumer,United States,15357,San Francisco,California,94109,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5, $136.00 ,20%, $9.53 
8/5/2014,8/11/2014,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,15358,San Francisco,California,94122,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,1, $16.00 ,0%, $1.64 
8/5/2014,8/11/2014,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,15359,San Francisco,California,94122,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,15.78,2, $32.00 ,0%, $0.63 
8/5/2014,8/11/2014,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,15360,San Francisco,California,94122,West,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2, $92.00 ,0%, $12.87 
4/14/2017,4/18/2017,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,15361,Fayetteville,North Carolina,28314,South,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,198.272,8," $1,586.00 ",20%, $(32.22)
6/9/2017,6/10/2017,First Class,NC-18625,Noah Childs,Corporate,United States,15362,Dallas,Texas,75217,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,720.76,5," $3,604.00 ",20%, $54.06 
12/29/2016,1/2/2017,Standard Class,CD-11920,Carlos Daly,Consumer,United States,15363,Wichita,Kansas,67212,Central,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6, $423.00 ,0%, $23.99 
12/29/2016,1/2/2017,Standard Class,CD-11920,Carlos Daly,Consumer,United States,15364,Wichita,Kansas,67212,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,81.96,2, $164.00 ,0%, $22.95 
1/18/2014,1/21/2014,Second Class,DW-13195,David Wiener,Corporate,United States,15365,Springfield,Oregon,97477,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4, $259.00 ,20%, $6.49 
11/20/2016,11/24/2016,Standard Class,EH-13990,Erica Hackney,Consumer,United States,15366,Houston,Texas,77041,Central,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,151.192,1, $151.00 ,20%, $13.23 
6/10/2017,6/15/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,15367,Seattle,Washington,98103,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3, $266.00 ,20%, $7.77 
6/10/2017,6/15/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,15368,Seattle,Washington,98103,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,11.56,4, $46.00 ,0%, $5.43 
6/10/2017,6/15/2017,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,15369,Seattle,Washington,98103,West,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,15.58,1, $16.00 ,0%, $3.90 
9/10/2017,9/13/2017,First Class,KH-16630,Ken Heidel,Corporate,United States,15370,Akron,Ohio,44312,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,85.056,3, $255.00 ,20%, $28.71 
4/8/2017,4/12/2017,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,15371,Oak Park,Michigan,48237,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2, $548.00 ,0%, $71.23 
4/8/2017,4/12/2017,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,15372,Oak Park,Michigan,48237,Central,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,306.9,3, $921.00 ,0%, $79.79 
10/24/2015,10/30/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,15373,Houston,Texas,77041,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,15.552,3, $47.00 ,20%, $5.44 
10/24/2015,10/30/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,15374,Houston,Texas,77041,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,347.361,7," $2,432.00 ",30%, $(69.47)
10/24/2015,10/30/2015,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,15375,Houston,Texas,77041,Central,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,10.368,2, $21.00 ,20%, $3.63 
5/27/2017,5/31/2017,Standard Class,RP-19855,Roy Phan,Corporate,United States,15376,Seattle,Washington,98103,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6, $589.00 ,0%, $9.82 
5/27/2017,5/31/2017,Standard Class,RP-19855,Roy Phan,Corporate,United States,15377,Seattle,Washington,98103,West,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,31.44,3, $94.00 ,0%, $7.86 
12/5/2014,12/7/2014,First Class,NB-18655,Nona Balk,Corporate,United States,15378,Philadelphia,Pennsylvania,19134,East,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.488,7," $2,439.00 ",20%, $117.61 
12/5/2014,12/7/2014,First Class,NB-18655,Nona Balk,Corporate,United States,15379,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,172.736,4, $691.00 ,20%, $(30.23)
8/14/2016,8/18/2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,15380,Los Angeles,California,90045,West,OFF-PA-10000551,Office Supplies,Paper,Array Memo Cubes,15.54,3, $47.00 ,0%, $7.61 
8/14/2016,8/18/2016,Standard Class,JM-15580,Jill Matthias,Consumer,United States,15381,Los Angeles,California,90045,West,TEC-MA-10000423,Technology,Machines,Texas Instruments TI-34 Scientific Calculator,105.552,6, $633.00 ,20%, $35.62 
9/5/2016,9/7/2016,Second Class,DM-13525,Don Miller,Corporate,United States,15382,Houston,Texas,77070,Central,OFF-PA-10001870,Office Supplies,Paper,Xerox 202,25.92,5, $130.00 ,20%, $9.07 
9/5/2016,9/7/2016,Second Class,DM-13525,Don Miller,Corporate,United States,15383,Houston,Texas,77070,Central,OFF-FA-10001843,Office Supplies,Fasteners,Staples,15.808,8, $126.00 ,20%, $5.34 
9/5/2016,9/7/2016,Second Class,DM-13525,Don Miller,Corporate,United States,15384,Houston,Texas,77070,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,10.368,2, $21.00 ,20%, $3.76 
6/26/2017,7/3/2017,Standard Class,CC-12220,Chris Cortes,Consumer,United States,15385,Philadelphia,Pennsylvania,19143,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,358.2,3," $1,075.00 ",40%, $41.79 
6/26/2017,7/3/2017,Standard Class,CC-12220,Chris Cortes,Consumer,United States,15386,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,545.916,14," $7,643.00 ",40%, $72.79 
3/12/2017,3/17/2017,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,15387,Rogers,Arkansas,72756,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,40.41,9, $364.00 ,0%, $18.59 
2/18/2017,2/21/2017,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,15388,Los Angeles,California,90045,West,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,167.976,3, $504.00 ,20%, $10.50 
2/18/2017,2/21/2017,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,15389,Los Angeles,California,90045,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,109.53,3, $329.00 ,0%, $47.10 
2/18/2017,2/21/2017,Second Class,CV-12805,Cynthia Voltz,Corporate,United States,15390,Los Angeles,California,90045,West,OFF-LA-10004345,Office Supplies,Labels,Avery 493,9.82,2, $20.00 ,0%, $4.81 
11/10/2017,11/12/2017,Second Class,NC-18535,Nick Crebassa,Corporate,United States,15391,Seattle,Washington,98105,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,26.352,3, $79.00 ,20%, $9.55 
11/19/2014,11/25/2014,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,15392,Wilmington,Delaware,19805,East,OFF-LA-10002787,Office Supplies,Labels,Avery 480,22.5,6, $135.00 ,0%, $10.80 
11/19/2014,11/25/2014,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,15393,Wilmington,Delaware,19805,East,OFF-LA-10001569,Office Supplies,Labels,Avery 499,9.96,2, $20.00 ,0%, $4.58 
11/19/2014,11/25/2014,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,15394,Wilmington,Delaware,19805,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",213.08,7," $1,492.00 ",0%, $102.28 
11/19/2014,11/25/2014,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,15395,Wilmington,Delaware,19805,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,1025.88,6," $6,155.00 ",0%, $235.95 
11/18/2014,11/21/2014,Second Class,JG-15805,John Grady,Corporate,United States,15396,Provo,Utah,84604,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",21.98,7, $154.00 ,0%, $9.89 
9/24/2016,9/24/2016,Same Day,EB-13750,Edward Becker,Corporate,United States,15397,San Francisco,California,94110,West,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,63.2,5, $316.00 ,0%, $23.38 
11/20/2016,11/27/2016,Standard Class,MC-17605,Matt Connell,Corporate,United States,15398,Los Angeles,California,90004,West,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",39,12, $468.00 ,0%, $11.31 
9/27/2016,10/2/2016,Standard Class,BM-11650,Brian Moss,Corporate,United States,15399,Lancaster,Ohio,43130,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907,3, $9.00 ,70%, $(2.03)
4/9/2016,4/14/2016,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,15400,Los Angeles,California,90004,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,556.665,5," $2,783.00 ",15%, $6.55 
9/21/2017,9/23/2017,First Class,ML-18265,Muhammed Lee,Consumer,United States,15401,Seattle,Washington,98103,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,71.98,2, $144.00 ,0%, $15.12 
9/21/2017,9/23/2017,First Class,ML-18265,Muhammed Lee,Consumer,United States,15402,Seattle,Washington,98103,West,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,79.98,2, $160.00 ,0%, $26.39 
8/24/2017,8/29/2017,Standard Class,AH-10195,Alan Haines,Corporate,United States,15403,New York City,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,24.672,4, $99.00 ,20%, $7.71 
8/24/2017,8/29/2017,Standard Class,AH-10195,Alan Haines,Corporate,United States,15404,New York City,New York,10024,East,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,3.744,1, $4.00 ,20%, $1.31 
2/22/2016,2/26/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,15405,Los Angeles,California,90045,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5," $2,230.00 ",20%, $55.74 
2/22/2016,2/26/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,15406,Los Angeles,California,90045,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1, $36.00 ,0%, $15.22 
2/22/2016,2/26/2016,Standard Class,TZ-21580,Tracy Zic,Consumer,United States,15407,Los Angeles,California,90045,West,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3, $32.00 ,0%, $5.01 
12/8/2017,12/14/2017,Standard Class,DM-13345,Denise Monton,Corporate,United States,15408,San Francisco,California,94109,West,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,87.92,4, $352.00 ,0%, $40.44 
12/8/2017,12/14/2017,Standard Class,DM-13345,Denise Monton,Corporate,United States,15409,San Francisco,California,94109,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",22.424,1, $22.00 ,20%, $8.41 
12/8/2017,12/14/2017,Standard Class,DM-13345,Denise Monton,Corporate,United States,15410,San Francisco,California,94109,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,90.48,3, $271.00 ,20%, $33.93 
12/8/2017,12/14/2017,Standard Class,DM-13345,Denise Monton,Corporate,United States,15411,San Francisco,California,94109,West,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",42.76,1, $43.00 ,0%, $11.12 
9/18/2017,9/22/2017,Standard Class,TS-21505,Tony Sayre,Consumer,United States,15412,Clovis,New Mexico,88101,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,10.08,7, $71.00 ,20%, $3.53 
9/18/2017,9/22/2017,Standard Class,TS-21505,Tony Sayre,Consumer,United States,15413,Clovis,New Mexico,88101,West,TEC-AC-10004992,Technology,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,101.34,3, $304.00 ,0%, $8.11 
9/11/2016,9/14/2016,First Class,TB-21625,Trudy Brown,Consumer,United States,15414,Wichita,Kansas,67212,Central,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,224.75,5," $1,124.00 ",0%, $62.93 
9/23/2017,9/28/2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,15415,Chicago,Illinois,60653,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,73.176,6, $439.00 ,80%, $(197.58)
9/23/2017,9/28/2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,15416,Chicago,Illinois,60653,Central,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,20.736,4, $83.00 ,20%, $7.26 
9/23/2017,9/28/2017,Standard Class,LC-16870,Lena Cacioppo,Consumer,United States,15417,Chicago,Illinois,60653,Central,TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,39.984,2, $80.00 ,20%, $(9.00)
10/6/2014,10/8/2014,Second Class,AM-10360,Alice McCarthy,Corporate,United States,15418,Omaha,Nebraska,68104,Central,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips,15.36,2, $31.00 ,0%, $7.68 
10/23/2015,10/26/2015,First Class,JE-15715,Joe Elijah,Consumer,United States,15419,Houston,Texas,77041,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.288,7, $254.00 ,20%, $12.70 
10/23/2015,10/26/2015,First Class,JE-15715,Joe Elijah,Consumer,United States,15420,Houston,Texas,77041,Central,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,150.384,2, $301.00 ,20%, $15.04 
3/31/2016,4/2/2016,Second Class,CS-11950,Carlos Soltero,Consumer,United States,15421,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002789,Technology,Phones,LG Exalt,280.782,3, $842.00 ,40%, $(60.84)
3/31/2016,4/2/2016,Second Class,CS-11950,Carlos Soltero,Consumer,United States,15422,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.984,2, $64.00 ,20%, $1.20 
12/29/2016,1/2/2017,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,15423,Los Angeles,California,90045,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232,3, $34.00 ,20%, $3.93 
11/3/2017,11/5/2017,Second Class,PJ-18835,Patrick Jones,Corporate,United States,15424,Richmond,Kentucky,40475,South,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.4,5, $132.00 ,0%, $11.88 
1/20/2017,1/26/2017,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,15425,Waterbury,Connecticut,6708,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2, $7.00 ,0%, $1.02 
12/3/2016,12/6/2016,First Class,NM-18520,Neoma Murray,Consumer,United States,15426,Los Angeles,California,90045,West,TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5," $8,250.00 ",0%, $659.98 
12/3/2016,12/6/2016,First Class,NM-18520,Neoma Murray,Consumer,United States,15427,Los Angeles,California,90045,West,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,6, $671.00 ,0%, $51.47 
6/14/2016,6/14/2016,Same Day,MH-17290,Marc Harrigan,Home Office,United States,15428,Los Angeles,California,90036,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.165,5," $2,996.00 ",15%, $35.25 
9/2/2016,9/4/2016,First Class,SZ-20035,Sam Zeldin,Home Office,United States,15429,San Francisco,California,94122,West,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3, $140.00 ,0%, $12.10 
9/5/2014,9/7/2014,First Class,PR-18880,Patrick Ryan,Consumer,United States,15430,Saint Petersburg,Florida,33710,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.984,2, $64.00 ,20%, $2.00 
10/21/2017,10/25/2017,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,15431,Lakewood,Ohio,44107,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.568,2, $323.00 ,20%, $16.16 
10/21/2017,10/25/2017,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,15432,Lakewood,Ohio,44107,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.064,1, $4.00 ,20%, $1.37 
10/21/2017,10/25/2017,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,15433,Lakewood,Ohio,44107,East,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",6.216,4, $25.00 ,70%, $(4.97)
4/25/2017,4/29/2017,Standard Class,LH-16750,Larry Hughes,Consumer,United States,15434,Chandler,Arizona,85224,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,8.896,4, $36.00 ,20%, $0.67 
10/19/2015,10/24/2015,Standard Class,RM-19675,Robert Marley,Home Office,United States,15435,Los Angeles,California,90008,West,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5," $8,204.00 ",0%, $459.40 
10/19/2015,10/24/2015,Standard Class,RM-19675,Robert Marley,Home Office,United States,15436,Los Angeles,California,90008,West,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270,3, $810.00 ,0%, $97.20 
7/5/2014,7/8/2014,First Class,DM-13525,Don Miller,Corporate,United States,15437,Palm Coast,Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2, $39.00 ,20%, $5.37 
7/5/2014,7/8/2014,First Class,DM-13525,Don Miller,Corporate,United States,15438,Palm Coast,Florida,32137,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,5, $49.00 ,70%, $(6.87)
7/5/2014,7/8/2014,First Class,DM-13525,Don Miller,Corporate,United States,15439,Palm Coast,Florida,32137,South,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.216,3, $640.00 ,20%, $15.99 
4/4/2016,4/9/2016,Standard Class,EH-14185,Evan Henry,Consumer,United States,15440,New York City,New York,10035,East,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.784,2," $1,178.00 ",20%, $184.00 
11/13/2017,11/18/2017,Second Class,TC-21295,Toby Carlisle,Consumer,United States,15441,Jupiter,Florida,33458,South,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.064,1, $2.00 ,20%, $0.15 
9/9/2017,9/13/2017,Standard Class,AI-10855,Arianne Irving,Consumer,United States,15442,Glendale,Arizona,85301,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.368,2, $13.00 ,20%, $2.39 
4/17/2015,4/23/2015,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,15443,New York City,New York,10035,East,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1, $100.00 ,0%, $36.85 
4/17/2015,4/23/2015,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,15444,New York City,New York,10035,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.296,13, $810.00 ,20%, $21.02 
4/17/2015,4/23/2015,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,15445,New York City,New York,10035,East,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3, $32.00 ,0%, $2.78 
7/25/2016,7/29/2016,Standard Class,BE-11335,Bill Eplett,Home Office,United States,15446,Houston,Texas,77041,Central,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.936,1, $21.00 ,20%, $7.07 
8/26/2016,8/31/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,15447,New York City,New York,10035,East,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33,6, $198.00 ,0%, $8.25 
8/26/2016,8/31/2016,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,15448,New York City,New York,10035,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5," $1,250.00 ",0%, $87.48 
9/12/2014,9/19/2014,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,15449,Olathe,Kansas,66062,Central,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3," $1,074.00 ",0%, $7.16 
9/12/2014,9/19/2014,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,15450,Olathe,Kansas,66062,Central,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5, $287.00 ,0%, $10.91 
9/12/2014,9/19/2014,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,15451,Olathe,Kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2, $664.00 ,0%, $149.38 
9/12/2014,9/19/2014,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,15452,Olathe,Kansas,66062,Central,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56,2, $81.00 ,0%, $12.98 
7/22/2016,7/29/2016,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,15453,Sparks,Nevada,89431,West,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5, $431.00 ,0%, $25.00 
5/19/2017,5/23/2017,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,15454,Rockford,Illinois,61107,Central,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.016,6, $228.00 ,20%, $13.78 
4/28/2017,5/2/2017,Standard Class,MC-17605,Matt Connell,Corporate,United States,15455,Philadelphia,Pennsylvania,19143,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.384,1, $8.00 ,20%, $0.73 
4/28/2017,5/2/2017,Standard Class,MC-17605,Matt Connell,Corporate,United States,15456,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,6.848,2, $14.00 ,20%, $0.77 
12/29/2017,1/2/2018,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,15457,Edmonds,Washington,98026,West,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.6,5, $98.00 ,0%, $9.60 
12/29/2017,1/2/2018,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,15458,Edmonds,Washington,98026,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2, $137.00 ,0%, $20.54 
9/4/2017,9/6/2017,Second Class,PK-19075,Pete Kriz,Consumer,United States,15459,San Francisco,California,94122,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.344,6, $80.00 ,20%, $4.34 
9/4/2017,9/6/2017,Second Class,PK-19075,Pete Kriz,Consumer,United States,15460,San Francisco,California,94122,West,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.272,8," $11,826.00 ",20%, $92.39 
3/21/2014,3/25/2014,Standard Class,TS-21205,Thomas Seio,Corporate,United States,15461,Asheville,North Carolina,28806,South,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.272,1, $16.00 ,20%, $(3.86)
9/28/2017,10/4/2017,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,15462,Los Angeles,California,90032,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3, $28.00 ,0%, $4.44 
1/19/2014,1/20/2014,First Class,TS-21340,Toby Swindell,Consumer,United States,15463,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10, $323.00 ,70%, $(23.72)
